Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Repeated Matching Heuristic for the Vehicle Routeing Problem","Journal of the Operational Research Society","","45","10","10.1057/jors.1994.185","Peter WarkJohn Holt","1994","http://link.springer.com/article/10.1057/jors.1994.185","Article"
"A distance function for computing on finite subsets of Euclidean spaces","Acta Mathematicae Applicatae Sinica, English Series","","34","1","10.1007/s10255-018-0735-0","Hajar Ghahremani-GolFarzad DidehvarAsadollah Razavi","2018","http://link.springer.com/article/10.1007/s10255-018-0735-0","Article"
"On a periodic vehicle routing problem","Journal of the Operational Research Society","","61","12","10.1057/jors.2009.154","S CoeneA ArnoutF C R Spieksma","2010","http://link.springer.com/article/10.1057/jors.2009.154","Article"
"A tabu search algorithm for distribution network optimization with discrete split deliveries and soft time windows","Cluster Computing","","22","6","10.1007/s10586-018-2635-8","Yangkun XiaZhuo Fu","2019","http://link.springer.com/article/10.1007/s10586-018-2635-8","Article"
"Reliable vehicle routing problem in stochastic networks with correlated travel times","Operational Research","","21","1","10.1007/s12351-019-00452-w","Mojtaba Rajabi-BahaabadiAfshin Shariat-MohaymanyMohsen BabaeiDaniele Vigo","2021","http://link.springer.com/article/10.1007/s12351-019-00452-w","Article"
"Modeling and solving the bi-objective capacitated location-routing problem with probabilistic travel times","The International Journal of Advanced Manufacturing Technology","","67","9 - 12","10.1007/s00170-012-4627-9","Nader Ghaffari-NasabMohamad Saeed JabalameliMir Bahador AryanezhadAhmad Makui","2013","http://link.springer.com/article/10.1007/s00170-012-4627-9","Article"
"A novel two-echelon hierarchical location-allocation-routing optimization for green energy-efficient logistics systems","Annals of Operations Research","","324","1 - 2","10.1007/s10479-021-04363-y","Erfan Babaee TirkolaeeAlireza GoliAbbas Mardani","2023","http://link.springer.com/article/10.1007/s10479-021-04363-y","Article"
"Task Allocation Using a Team of Robots","Current Robotics Reports","","3","4","10.1007/s43154-022-00087-4","Haris AzizArindam PalAli PourmiriFahimeh RamezaniBrendan Sims","2022","http://link.springer.com/article/10.1007/s43154-022-00087-4","Article"
"Combining hybrid genetic search with ruin-and-recreate for solving the capacitated vehicle routing problem","Journal of Heuristics","","28","5 - 6","10.1007/s10732-022-09500-9","Martin SimensenGeir HasleMagnus Stålhane","2022","http://link.springer.com/article/10.1007/s10732-022-09500-9","Article"
"Hybridized evolutionary local search algorithm for the team orienteering problem with time windows","Journal of Heuristics","","17","6","10.1007/s10732-010-9153-z","Nacima LabadieJan MelechovskýRoberto Wolfler Calvo","2011","http://link.springer.com/article/10.1007/s10732-010-9153-z","Article"
"A hyper-heuristic with two guidance indicators for bi-objective mixed-shift vehicle routing problem with time windows","Applied Intelligence","","48","12","10.1007/s10489-018-1250-y","Binhui ChenRong QuRuibin BaiWasakorn Laesanklang","2018","http://link.springer.com/article/10.1007/s10489-018-1250-y","Article"
"Competitiveness based on logistic management: a real case study","Annals of Operations Research","","233","1","10.1007/s10479-013-1508-z","Fausto Pedro García MárquezIsidro Peña García PardoMarta Ramos M. Nieto","2015","http://link.springer.com/article/10.1007/s10479-013-1508-z","Article"
"Multi-environmental cooperative parallel metaheuristics for solving dynamic optimization problems","The Journal of Supercomputing","","63","3","10.1007/s11227-012-0774-x","Mostepha R. KhouadjiaEl-Ghazali TalbiLaetitia JourdanBriseida SarasolaEnrique Alba","2013","http://link.springer.com/article/10.1007/s11227-012-0774-x","Article"
"Coordinating Multi-party Vehicle Routing with Location Congestion via Iterative Best Response","SN Computer Science","","4","2","10.1007/s42979-022-01551-w","Waldy JoeHoong Chuin Lau","2023","http://link.springer.com/article/10.1007/s42979-022-01551-w","Article"
"A MAS approach for vehicle routing problem","Neural Computing and Applications","","34","6","10.1007/s00521-021-06587-2","Mir Mohammad AlipourHojjat EmamiMohsen Abdolhosseinzadeh","2022","http://link.springer.com/article/10.1007/s00521-021-06587-2","Article"
"A deterministic iterated local search algorithm for the vehicle routing problem with backhauls","TOP","","24","2","10.1007/s11750-015-0404-x","José Brandão","2016","http://link.springer.com/article/10.1007/s11750-015-0404-x","Article"
"An ILS-biased randomization algorithm for the two-dimensional loading HFVRP with sequential loading and items rotation","Journal of the Operational Research Society","","67","1","10.1057/jors.2015.48","Oscar L Domínguez RiveroAngel A Juan PérezIgnacio A de la Nuez PestanaDjamila Ouelhadj","2016","http://link.springer.com/article/10.1057/jors.2015.48","Article"
"Load transfer operations for a dynamic vehicle routing problem with mixed backhauls","Journal on Vehicle Routing Algorithms","","1","1","10.1007/s41604-017-0005-y","George NinikasIoannis Minis","2018","http://link.springer.com/article/10.1007/s41604-017-0005-y","Article"
"Combining variable neighborhood search and machine learning to solve the vehicle routing problem with crowd-shipping","Optimization Letters","","17","9","10.1007/s11590-021-01833-x","Luigi Di Puglia PuglieseDaniele FeronePaola FestaFrancesca GuerrieroGiusy Macrina","2023","http://link.springer.com/article/10.1007/s11590-021-01833-x","Article"
"Improving inbound logistic planning for large-scale real-world routing problems: a novel ant-colony simulation-based optimization","European Transport Research Review","","12","1","10.1186/s12544-020-00409-7","Giovanni CalabròVincenza TorrisiGiuseppe InturriMatteo Ignaccolo","2020","http://link.springer.com/article/10.1186/s12544-020-00409-7","Article"
"Transition towards sustainable mobility: the role of transport optimization","Central European Journal of Operations Research","","32","2","10.1007/s10100-023-00888-8","Belma TuranVera HemmelmayrAllan LarsenJakob Puchinger","2024","http://link.springer.com/article/10.1007/s10100-023-00888-8","Article"
"Vehicle routing and scheduling in cross docks with forward and reverse logistics","Operational Research","","20","3","10.1007/s12351-018-0396-z","Yaser KaboudaniSeyyed Hassan GhodsypourHamidreza KiaAmin Shahmardan","2020","http://link.springer.com/article/10.1007/s12351-018-0396-z","Article"
"Home health care routing and scheduling problems: a literature review","4OR","","20","3","10.1007/s10288-022-00516-2","Jalel EuchiMalek MasmoudiPatrick Siarry","2022","http://link.springer.com/article/10.1007/s10288-022-00516-2","Article"
"A swarm intelligence approach for the colored traveling salesman problem","Applied Intelligence","","48","11","10.1007/s10489-018-1216-0","Venkatesh PandiriAlok Singh","2018","http://link.springer.com/article/10.1007/s10489-018-1216-0","Article"
"Integrating territory design and routing problems","Journal of Computer and Systems Sciences International","","56","6","10.1134/S1064230717060120","I. S. LitvinchevG. CedilloM. Velarde","2017","http://link.springer.com/article/10.1134/S1064230717060120","Article"
"A parallel algorithm for the vehicle routing problem with time window constraints","Annals of Operations Research","","86","0","10.1023/A:1018948011707","J. SchulzeT. Fahle","1999","http://link.springer.com/article/10.1023/A%3A1018948011707","Article"
"The cumulative vehicle routing problem with time windows: models and algorithm","Annals of Operations Research","","","","10.1007/s10479-022-05102-7","Alejandro Fernández GilEduardo Lalla-RuizMariam Gómez SánchezCarlos Castro","2023","http://link.springer.com/article/10.1007/s10479-022-05102-7","Article"
"Solving the petroleum replenishment and routing problem with variable demands and time windows","Annals of Operations Research","","294","1 - 2","10.1007/s10479-018-3042-5","Yan Cheng HsuJose L. WalterosRajan Batta","2020","http://link.springer.com/article/10.1007/s10479-018-3042-5","Article"
"Time-window relaxations in vehicle routing heuristics","Journal of Heuristics","","21","3","10.1007/s10732-014-9273-y","Thibaut VidalTeodor Gabriel CrainicMichel GendreauChristian Prins","2015","http://link.springer.com/article/10.1007/s10732-014-9273-y","Article"
"Using Constraint-Based Operators to Solve the Vehicle Routing Problem with Time Windows","Journal of Heuristics","","8","1","10.1023/A:1013661617536","Louis-Martin RousseauMichel GendreauGilles Pesant","2002","http://link.springer.com/article/10.1023/A%3A1013661617536","Article"
"Constrained dynamic vehicle routing problems with time windows","Soft Computing","","19","9","10.1007/s00500-014-1574-4","Jesica de ArmasBelén Melián-Batista","2015","http://link.springer.com/article/10.1007/s00500-014-1574-4","Article"
"Metaheuristics applied to mixed and simultaneous extensions of vehicle routing problems with backhauls","Journal of the Operational Research Society","","56","11","10.1057/palgrave.jors.2601935","J CrispimJ Brandão","2005","http://link.springer.com/article/10.1057/palgrave.jors.2601935","Article"
"Design and performance evaluation of Improved DFACO protocol based on dynamic clustering in VANETs","SN Applied Sciences","","3","4","10.1007/s42452-021-04494-8","Sahar Ebadinezhad","2021","http://link.springer.com/article/10.1007/s42452-021-04494-8","Article"
"A Practical Approach for Robust and Flexible Vehicle Routing Using Metaheuristics and Monte Carlo Sampling","Journal of Mathematical Modelling and Algorithms","","8","4","10.1007/s10852-009-9113-5","Kenneth SörensenMarc Sevaux","2009","http://link.springer.com/article/10.1007/s10852-009-9113-5","Article"
"A skewed general variable neighborhood search algorithm with fixed threshold for the heterogeneous fleet vehicle routing problem","Annals of Operations Research","","272","1 - 2","10.1007/s10479-017-2576-2","Houda DerbelBassem JarbouiRim Bhiri","2019","http://link.springer.com/article/10.1007/s10479-017-2576-2","Article"
"The vehicle routing problem with heterogeneous locker boxes","Central European Journal of Operations Research","","29","1","10.1007/s10100-020-00725-2","Jasmin GrabenschweigerKarl F. DoernerRichard F. HartlMartin W. P. Savelsbergh","2021","http://link.springer.com/article/10.1007/s10100-020-00725-2","Article"
"Finished-vehicle transporter routing problem solved by loading pattern discovery","Annals of Operations Research","","234","1","10.1007/s10479-014-1777-1","Zhi-Hua HuYingxue ZhaoSha TaoZhao-Han Sheng","2015","http://link.springer.com/article/10.1007/s10479-014-1777-1","Article"
"A two-stage hybrid ant colony algorithm for multi-depot half-open time-dependent electric vehicle routing problem","Complex & Intelligent Systems","","10","2","10.1007/s40747-023-01259-1","Lijun Fan","2024","http://link.springer.com/article/10.1007/s40747-023-01259-1","Article"
"A self-tuning heuristic for a multi-objective vehicle routing problem","Journal of the Operational Research Society","","59","7","10.1057/palgrave.jors.2602409","C Alabas-Uslu","2008","http://link.springer.com/article/10.1057/palgrave.jors.2602409","Article"
"Hybrid Differential Evolution Optimization for the Vehicle Routing Problem with Time Windows and Driver-Specific Times","Wireless Personal Communications","","95","3","10.1007/s11277-017-4107-5","Enlai PuFei WangZongliang YangJun WangZhiming LiXin Huang","2017","http://link.springer.com/article/10.1007/s11277-017-4107-5","Article"
"A generalized crossing local search method for solving vehicle routing problems","Journal of the Operational Research Society","","58","4","10.1057/palgrave.jors.2602171","L ZengH L OngK M Ng","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602171","Article"
"A hybrid electromagnetism algorithm for multi-depot periodic vehicle routing problem","The International Journal of Advanced Manufacturing Technology","","71","1 - 4","10.1007/s00170-013-5501-0","Mohammad Mirabi","2014","http://link.springer.com/article/10.1007/s00170-013-5501-0","Article"
"Vehicle routing problems over time: a survey","Annals of Operations Research","","314","1","10.1007/s10479-021-04488-0","A. MorM. G. Speranza","2022","http://link.springer.com/article/10.1007/s10479-021-04488-0","Article"
"A Mixed Constrained (Identical) Vehicle Routing Problem for Time Minimisation","OPSEARCH","","43","1","10.1007/BF03398758","S. DasMonisha Borthakur","2006","http://link.springer.com/article/10.1007/BF03398758","Article"
"A Novel Model for the Time Dependent Competitive Vehicle Routing Problem: Modified Random Topology Particle Swarm Optimization","Networks and Spatial Economics","","17","4","10.1007/s11067-017-9364-z","M. AlinaghianM. GhazanfariN. NorouziH. Nouralizadeh","2017","http://link.springer.com/article/10.1007/s11067-017-9364-z","Article"
